id,room,area,toilet,x,y,khoang_cach,n_hospital,price
5197,3,78.0,2,21.04431725,105.877861,7.32,3,31.873026
4492,2,66.38,2,20.98306274,105.809082,6.0,3,20.529175
7588,2,54.0,1,21.00885201,105.7439194,6.97,0,42.474808
1175,3,110.7,2,21.06583977,105.7981491,2.38,1,50.088547
1194,3,100.0,2,21.08234978,105.8717575,7.78,0,41.559757
941,2,58.0,1,21.07865143,105.8026123,3.58,0,24.319445
10015,3,94.0,2,21.03445816,105.7696533,3.61,0,35.52046
10213,1,30.0,1,21.00893211,105.7440033,6.96,0,44.04574
10790,2,58.0,1,21.05119324,105.7936401,1.38,1,43.538982
7364,2,35.0,1,20.998032,105.8503425,6.4,3,41.450188
10584,4,185.0,3,21.03326988,105.8167038,1.54,2,30.382742
7071,2,71.0,2,20.95658875,105.8448868,9.52,2,36.493114
5035,4,225.0,3,20.98345757,105.7856445,6.24,3,29.84438
7877,1,35.0,1,20.9975127,105.8618274,7.3,0,46.793385
9927,3,135.0,2,21.04423332,105.7673187,3.74,0,24.592127
7304,3,119.0,2,21.01434898,105.7964096,2.98,2,26.383543
10090,2,79.0,2,20.99599457,105.8612671,7.35,0,25.488625
2932,1,145.0,3,21.07213593,105.810997,2.99,0,49.047337
10946,3,80.0,2,21.0118082,105.8083617,3.13,3,25.82532
9920,3,105.0,2,21.04431725,105.877861,7.32,3,44.484245
4060,2,68.0,2,20.96728516,105.7781754,8.02,3,41.375076
1818,2,75.0,2,20.97309303,105.8383713,7.75,1,40.03553
4392,3,135.0,2,21.00048828,105.8071594,4.25,4,59.952286
806,2,69.9,2,21.00485,105.7281,8.55,0,23.97925
2885,3,103.8,2,21.05967522,105.8040771,1.68,2,44.594677
3854,3,114.0,2,20.98483658,105.8598557,8.01,1,35.311985
251,3,98.0,2,20.97602463,105.7615967,7.96,1,29.84438
9620,3,110.0,2,21.06348991,105.7949295,2.28,1,36.329823
9652,5,236.0,4,20.99870872,105.8119812,4.48,4,36.403164
2255,3,94.0,2,20.99804688,105.8035431,4.49,5,86.25651
8245,3,104.0,2,21.03597832,105.9062958,10.18,1,61.117523
10968,2,84.0,2,20.96345901,105.762764,8.99,2,43.370865
1756,2,74.3,2,20.97309303,105.8383713,7.75,1,43.538982
7724,1,50.0,1,20.99843788,105.8667374,7.63,0,42.24168
2560,2,68.0,2,20.95990562,105.7918015,8.4,2,67.44804
6637,3,82.0,2,21.06550217,105.8883133,8.66,2,37.315723
3683,3,170.0,3,21.0201683,105.7807541,3.3,0,41.282314
6924,2,77.0,2,21.08234978,105.8717575,7.78,0,48.631542
2778,3,160.0,3,21.06970978,105.8112106,2.76,0,32.883022
10765,2,60.5,2,21.01677322,105.9501877,14.78,1,40.71599
2187,2,86.0,2,20.97986794,105.7439194,8.76,0,55.485542
6892,3,110.0,2,20.99727631,105.8029861,4.57,5,35.210945
2055,1,49.0,1,20.95757484,105.8069,8.54,1,42.939026
5614,3,91.97,2,21.08827972,105.8004074,4.56,0,37.847466
10505,2,75.1,2,21.01028824,105.9401245,13.93,1,30.841446
4173,3,65.0,2,21.00522614,105.7389145,7.58,0,35.07229
7121,2,49.0,2,21.0186842,105.838221,4.14,2,30.993061
1433,2,80.0,2,20.96246719,105.792366,8.14,2,48.828804
6132,2,66.0,2,21.03597832,105.9062958,10.18,1,45.8005
5883,2,65.0,2,21.00481796,105.8046722,3.81,4,41.02897
7850,2,70.0,2,20.95850182,105.8263474,8.72,1,25.016867
10836,2,72.0,1,20.96359825,105.8280334,8.27,1,86.01939
136,3,86.0,2,20.98373795,105.8515625,7.55,1,24.504726
2132,3,110.0,2,21.01434898,105.7964096,2.98,2,40.902683
4987,3,91.0,2,21.03510475,105.7655411,3.99,0,101.21382
10663,3,94.0,2,21.0124321,105.767395,4.82,0,42.42465
1386,3,161.9,2,21.07865143,105.8026123,3.58,0,45.263184
2765,2,54.3,2,20.9732914,105.8200073,7.13,0,44.158443
3981,3,95.8,2,21.00298119,105.7320557,8.29,0,24.314905
7899,2,48.0,1,21.0255158,105.8275913,2.88,1,41.87534
1313,2,72.0,2,21.02724648,105.7860107,2.44,0,31.757423
2067,3,92.0,2,20.99843788,105.8667374,7.63,0,36.242863
2584,2,70.0,2,20.9908123,105.7839127,5.61,1,42.66327
3423,2,58.0,1,21.07865143,105.8026123,3.58,0,48.09153
1871,1,36.0,1,21.00278,105.945465,14.64,0,49.63469
6194,2,55.0,1,21.00885201,105.7439194,6.97,0,53.868896
4984,3,92.0,3,20.9952507,105.7844086,5.18,1,50.00766
9468,1,36.0,1,21.0260381,105.8398772,3.9,4,49.511436
7539,2,62.0,2,20.97953796,105.8416138,7.33,1,44.39232
9437,1,76.0,2,21.06409264,105.8097382,2.18,1,41.08624
1209,1,49.0,1,21.0024147,105.9641113,16.45,0,41.146915
3207,2,52.0,1,21.00657463,105.7450485,6.99,0,37.88585
3016,3,117.0,2,20.97366714,105.7587128,8.31,1,19.576973
6224,1,35.0,1,21.00580597,105.7943726,3.85,2,42.08969
8986,3,100.0,2,20.9919548,105.7851028,5.46,1,21.046772
