id,room,area,toilet,x,y,khoang_cach,n_hospital,price
5197,3,78.0,2,21.04431725,105.877861,7.32,3,25.072857055737437
4492,2,66.38,2,20.98306274,105.809082,6.0,3,27.169691730339583
7588,2,54.0,1,21.00885201,105.7439194,6.97,0,36.202106076431086
1175,3,110.7,2,21.06583977,105.7981491,2.38,1,47.71926638495507
1194,3,100.0,2,21.08234978,105.8717575,7.78,0,41.17431140403724
941,2,58.0,1,21.07865143,105.8026123,3.58,0,39.85385284937713
10015,3,94.0,2,21.03445816,105.7696533,3.61,0,45.6859272402929
10213,1,30.0,1,21.00893211,105.7440033,6.96,0,37.17160252214538
10790,2,58.0,1,21.05119324,105.7936401,1.38,1,51.877784923366136
7364,2,35.0,1,20.998032,105.8503425,6.4,3,43.04012236509868
10584,4,185.0,3,21.03326988,105.8167038,1.54,2,29.296262109978603
7071,2,71.0,2,20.95658875,105.8448868,9.52,2,38.53668588090335
5035,4,225.0,3,20.98345757,105.7856445,6.24,3,34.050961651845896
7877,1,35.0,1,20.9975127,105.8618274,7.3,0,45.157177709602536
9927,3,135.0,2,21.04423332,105.7673187,3.74,0,31.47014026834775
7304,3,119.0,2,21.01434898,105.7964096,2.98,2,36.04922787580239
10090,2,79.0,2,20.99599457,105.8612671,7.35,0,43.33103655494733
2932,1,145.0,3,21.07213593,105.810997,2.99,0,44.603154522691014
10946,3,80.0,2,21.0118082,105.8083617,3.13,3,41.00115586253903
9920,3,105.0,2,21.04431725,105.877861,7.32,3,47.2634955172973
4060,2,68.0,2,20.96728516,105.7781754,8.02,3,41.8339615674985
1818,2,75.0,2,20.97309303,105.8383713,7.75,1,43.43790872265173
4392,3,135.0,2,21.00048828,105.8071594,4.25,4,49.05378387934441
806,2,69.9,2,21.00485,105.7281,8.55,0,21.112911859154984
2885,3,103.8,2,21.05967522,105.8040771,1.68,2,43.944571739550575
3854,3,114.0,2,20.98483658,105.8598557,8.01,1,41.49309328992864
251,3,98.0,2,20.97602463,105.7615967,7.96,1,33.93152099316957
9620,3,110.0,2,21.06348991,105.7949295,2.28,1,38.513362583105895
9652,5,236.0,4,20.99870872,105.8119812,4.48,4,38.930415117618544
2255,3,94.0,2,20.99804688,105.8035431,4.49,5,51.11563626815045
