id,room,area,toilet,x,y,khoang_cach,n_hospital,Price_pred
2184,2,90.0,2,21.04785919,105.8846817,8.01,4,21.74418605
1185,2,77.0,2,21.05226898,105.8848114,8.06,5,39.63042328133333
8134,1,43.0,1,20.99927711,105.7381134,7.96,0,35.848313865714275
8975,1,50.0,1,21.0499622,105.7897558,1.65,1,47.580645164
5468,1,45.0,1,21.07284927,105.8124313,3.09,0,43.300962152000004
4536,2,78.0,2,21.04423332,105.7673187,3.74,0,42.62100781333333
6331,2,73.0,2,21.0201683,105.7807541,3.3,0,45.0
1352,2,120.0,2,20.99479103,105.8678436,7.94,0,44.23547400666667
3702,3,100.0,2,21.00346756,105.8024445,3.95,4,28.57142857
1593,2,98.0,2,20.98651886,105.7863998,5.93,1,40.0
2875,2,70.0,2,20.95020294,105.791069,9.37,1,59.68749999999999
4047,2,48.0,1,21.0086145,105.834091,4.52,2,85.213414635
10375,3,80.5,2,20.95977592,105.7418823,10.42,0,51.37931034
5914,2,69.0,2,21.04118156,105.7353592,6.94,1,27.786016948750003
7748,2,70.0,2,20.99893761,105.8801956,8.74,0,36.01008968941176
10140,3,100.0,2,21.04437256,105.8032303,0.21,2,41.33333333
9008,2,70.0,2,21.0024147,105.9641113,16.45,0,26.161616159999998
1874,3,118.0,2,21.00056,105.80292,4.24,4,39.0
7395,3,160.0,2,20.95828247,105.7671967,9.26,2,39.39774575516129
7677,3,100.0,2,21.04044151,105.7807159,2.41,1,29.921875
2801,2,86.0,2,21.03656769,105.7604828,4.47,1,20.45454545
5650,4,230.0,3,20.98345757,105.7856445,6.24,3,47.89473684
6688,3,164.0,2,21.00557899,105.8037491,3.74,3,19.23076923
4244,2,47.0,1,21.00893211,105.7440033,6.96,0,26.014167649090908
4921,2,71.0,2,20.98464203,105.7747192,6.55,3,41.0
4739,2,75.0,2,20.9732914,105.8200073,7.13,0,43.788138194999995
1116,2,65.45,2,21.03597832,105.9062958,10.18,1,40.404040404444444
2190,2,68.0,2,20.9732914,105.8200073,7.13,0,44.66666667
824,2,55.0,2,20.95438957,105.7445679,10.7,0,25.000000000000004
6117,2,80.0,2,21.04015923,105.7613144,4.35,1,36.941132793733345
8291,2,50.0,1,20.9965735,105.8427701,6.0,3,25.14285714
6524,2,96.0,2,20.98543167,105.8393402,6.71,2,45.03816794
7596,3,85.0,2,20.97634506,105.7614975,7.94,1,35.20114943
4831,3,133.0,2,21.02114296,105.8093491,2.23,3,61.0
9285,2,75.0,2,21.01414871,105.7887268,3.29,2,43.68488172411764
10135,3,135.0,2,21.04117203,105.8250961,2.05,4,43.26923077
8635,2,64.0,2,20.99816513,105.801506,4.49,5,53.84615385
6259,1,46.5,1,21.0024147,105.9641113,16.45,0,18.261904762857142
8690,3,77.0,2,21.00580597,105.7943726,3.85,2,36.199162947272725
703,2,48.0,1,21.0194587,105.8277431,3.29,2,47.61904762
5427,3,117.0,2,20.96345901,105.762764,8.99,2,46.80985108777778
10558,2,62.0,2,21.07024574,105.7914734,3.04,1,35.848313865714275
7789,3,121.0,2,21.03413582,105.7641068,4.15,1,20.20833333
2321,2,72.0,2,21.00580597,105.7943726,3.85,2,36.19631902
4761,2,77.8,2,20.98434067,105.7768097,6.49,3,27.0718232
10513,2,75.1,2,21.01028824,105.9401245,13.93,1,41.747114586842116
7135,1,48.0,1,20.9732914,105.8200073,7.13,0,23.46153846
5383,4,127.0,3,20.94645882,105.8557816,10.92,3,33.975391960625004
10610,2,71.2,2,21.01609802,105.7924881,2.95,2,36.941132793733345
411,2,75.0,1,21.06269073,105.9083328,10.55,2,26.180257513333338
3768,2,62.0,2,20.98009872,105.8742447,9.37,0,47.14285714
6681,3,83.0,2,20.99727631,105.8029861,4.57,5,26.033057850000002
2294,2,68.0,2,21.02097893,105.7910614,2.58,2,29.8013245
8713,3,81.0,2,21.02216148,105.7717972,3.89,0,31.250000002500002
6173,2,70.0,2,21.03040504,105.7770309,3.04,0,41.747114586842116
5050,3,140.0,2,21.06587982,105.801384,2.32,1,42.44186047
1033,3,85.0,2,21.05760002,105.8845978,8.12,2,66.66666667
474,2,71.0,2,21.00580597,105.7943726,3.85,2,34.94074860531914
4206,2,76.0,2,20.99479103,105.8678436,7.94,0,29.717391305
2036,2,81.4,2,21.01755,105.79067,2.9,2,28.94736842
4594,2,68.0,2,20.95828247,105.7671967,9.26,2,33.975391960625004
4315,3,82.0,2,21.0307312,105.7613297,4.51,1,22.85714286
2271,3,105.0,2,21.00029182,105.8160095,4.41,4,60.25925925933334
5158,2,135.0,2,21.00048828,105.8071594,4.25,4,18.57142857
10998,3,98.0,2,21.08234978,105.8717575,7.78,0,23.495934960000003
10548,3,81.0,2,21.00522614,105.7389145,7.58,0,45.743775070000005
5829,2,66.5,1,20.99606133,105.8234482,5.05,3,52.7912763232258
4005,2,102.0,2,21.00266647,105.8154297,4.17,4,47.300000000000004
8433,2,67.0,2,21.02097893,105.7910614,2.58,2,34.0
2159,2,80.0,2,20.96246719,105.792366,8.14,2,36.941132793733345
7039,2,65.5,2,20.98191643,105.7424927,8.71,0,41.9342581180851
2545,2,45.0,1,21.0004465,105.8300073,4.94,5,47.19101124
8084,2,55.0,1,21.00885201,105.7439194,6.97,0,20.3125
10214,2,55.0,1,21.00657463,105.7450485,6.99,0,46.986512686875
3610,2,62.0,1,21.03506279,105.7496643,5.56,1,14.28571429
838,3,123.0,2,21.07213593,105.810997,2.99,0,60.14124293666668
3924,2,72.0,1,20.97302246,105.7632751,8.13,2,80.0
6498,2,80.0,2,20.99972153,105.828331,4.92,5,29.150326800000002
1423,2,79.8,2,21.04016,105.761314,4.35,1,31.742001019999996
623,3,115.0,2,21.08229256,105.7918243,4.14,1,29.666666666666668
5777,3,99.0,2,21.07865143,105.8026123,3.58,0,36.93693694
2911,3,90.1,2,20.97639847,105.8145752,6.73,1,19.42857143
2526,3,111.0,2,21.00836563,105.8029099,3.46,3,44.464285715
921,3,133.0,2,20.99751663,105.795166,4.64,4,53.11695906399999
10973,3,110.0,2,21.06583977,105.7981491,2.38,1,85.71428570999998
4213,2,105.0,2,21.02941132,105.7687531,3.84,0,33.48623853
2287,1,49.0,1,20.95757484,105.8069,8.54,1,22.58064516
135,2,74.0,2,21.02097893,105.7910614,2.58,2,33.0
6981,3,115.0,2,21.09144402,105.7847214,5.25,1,68.96551724
6474,3,90.0,2,20.97661018,105.7615204,7.91,1,25.000000000000004
2347,2,65.0,1,21.0024147,105.9641113,16.45,0,41.839080460000005
5780,3,95.0,2,20.96418762,105.8305283,8.29,1,43.099999999999994
3395,4,135.0,3,21.01188278,105.7864456,3.6,2,41.72517672812501
9527,2,71.0,2,20.999119,105.80844,4.4,4,41.534391533333334
1815,2,112.0,2,21.01410294,105.8017883,2.9,2,22.57142857
9951,3,94.0,2,21.05760002,105.8845978,8.12,2,25.882352939999997
1694,2,80.0,2,20.99458504,105.8633957,7.6,0,33.08770409
6373,2,79.0,2,20.97447205,105.7608795,8.13,1,35.33568905
7112,3,80.0,2,21.0024147,105.9641113,16.45,0,49.46236559
9659,1,33.0,1,21.0024147,105.9641113,16.45,0,51.65165164888889
7772,2,62.0,2,20.97953796,105.8416138,7.33,1,39.325842695
5187,4,185.0,4,21.03445816,105.7696533,3.61,0,44.327272728000004
4871,2,70.0,1,20.9838075,105.7898185,6.1,1,31.06060606
7311,2,65.0,2,20.98483658,105.8598557,8.01,1,31.304347828
4030,3,108.0,2,21.04015923,105.7613144,4.35,1,27.11111111
6016,3,104.0,2,21.01743507,105.7803955,3.52,0,37.20895522
9250,2,78.0,2,20.96212379,105.8746014,10.68,0,31.25
4711,2,72.0,2,21.00522614,105.7389145,7.58,0,45.681818177500006
7524,3,100.0,2,21.02741051,105.7935104,1.91,0,24.46043165
2079,2,58.0,1,20.99477196,105.8061295,4.82,5,24.895522390000004
9624,2,72.0,2,21.05903693,105.8681854,6.55,1,36.01008968941176
2008,2,72.0,2,21.00580597,105.7943726,3.85,2,18.263492062222223
5152,2,70.0,2,20.99727631,105.8029861,4.57,5,30.87478559
8056,1,30.6,1,21.00885201,105.7439194,6.97,0,41.747114586842116
7566,2,64.0,2,21.00885201,105.7439194,6.97,0,41.33333333
5892,3,127.1,2,20.96333122,105.763916,8.94,2,48.00000000200001
10260,3,107.0,2,21.01684952,105.7839737,3.33,1,24.374999999999996
2220,2,78.0,2,21.04423332,105.7673187,3.74,0,23.901720618518517
7667,2,50.0,1,20.9837461,105.8411144,6.95,2,18.75
5943,2,55.0,1,20.99927711,105.7381134,7.96,0,54.09946358499999
6774,3,114.0,3,21.06583214,105.8265076,3.16,0,39.04761905
4324,3,96.0,2,21.02681732,105.7876663,2.34,0,31.53846154
1595,2,83.0,2,20.97602463,105.7615967,7.96,1,39.567567565999994
106,2,84.0,1,20.96246719,105.792366,8.14,2,39.30401416727273
925,2,47.0,2,21.0261015,105.823328,2.51,1,31.304347828
10810,3,150.0,2,21.0151062,105.7248459,8.46,0,34.94074860531914
7410,2,80.0,2,21.02956772,105.7918777,1.85,0,28.84615385
5006,2,70.0,2,21.04049873,105.9047928,10.01,1,27.0
3349,3,84.7,2,20.99895859,105.7880325,4.7,3,43.39622642
1211,2,78.0,2,20.97843933,105.772644,7.2,2,41.9342581180851
10069,2,87.0,2,21.06303596,105.7959747,2.19,1,65.70985145071428
5103,2,60.0,1,21.0387557,105.7922448,1.31,1,18.263492062222223
816,3,75.0,2,20.9732914,105.8200073,7.13,0,50.815217395
3187,5,186.0,3,21.03445816,105.7696533,3.61,0,32.14285714
6935,3,117.0,2,20.97447205,105.7608795,8.13,1,31.503267975
7531,2,82.0,2,21.01875877,105.7947769,2.61,2,32.27272727181818
165,3,112.7,2,20.96875381,105.7921066,7.52,4,57.8125
5391,2,68.5,1,20.97145653,105.8281708,7.52,0,41.324200913333335
7296,2,70.0,2,21.02496719,105.7713165,3.79,0,34.22352941
10733,2,82.0,2,21.08334923,105.81073,4.09,0,33.975391960625004
7327,3,75.0,2,20.97993279,105.8646317,8.69,0,41.747114586842116
2191,2,65.0,1,21.0024147,105.9641113,16.45,0,26.04289008
2690,3,175.0,2,21.00695801,105.8010788,3.61,3,33.93665158
10874,2,80.0,2,21.06853676,105.8027649,2.57,0,23.152093594285716
5278,3,114.0,2,20.98337555,105.7835312,6.32,3,35.44554455
2068,2,81.0,2,21.04574585,105.8663788,6.17,3,46.986512686875
5826,1,30.0,1,21.00893211,105.7440033,6.96,0,48.82075471500001
4797,4,167.0,3,21.02295303,105.8098145,2.06,3,44.54545455
8830,2,59.0,1,21.002415,105.96411,16.45,0,46.80985108777778
2020,2,71.0,2,20.95658875,105.8448868,9.52,2,21.019678
9381,2,26.0,1,20.9877606,105.8006384,5.53,3,34.08316292
10700,1,45.0,1,21.07284927,105.8124313,3.09,0,24.895522390000004
9580,3,111.0,2,20.98702621,105.7868347,5.87,1,42.40282686
9638,2,70.8,2,21.00580597,105.7943726,3.85,2,48.61111111
7904,2,47.0,2,21.018134,105.855273,5.63,2,18.5
3505,3,109.0,2,21.03158569,105.7682037,3.82,0,43.00346344666667
8169,3,107.7,2,21.03445816,105.7696533,3.61,0,40.78947368666667
7218,2,75.0,1,20.96246719,105.792366,8.14,2,35.0
9180,2,45.5,2,21.07284927,105.8124313,3.09,0,50.78125
10058,3,120.0,3,21.02358246,105.8052292,1.93,3,58.57142857
2773,3,80.0,2,21.02724648,105.7860107,2.44,0,85.09090908999998
9777,2,84.0,2,21.04423332,105.7673187,3.74,0,21.21212121
4983,3,96.0,2,21.02681732,105.7876663,2.34,0,43.6827957
8235,2,97.0,2,21.073904,105.79998,3.13,0,23.901720618518517
3150,3,118.0,2,21.00056,105.80292,4.24,4,36.35745841083333
8732,2,61.0,2,21.03158569,105.7604523,4.57,1,23.152093594285716
9065,2,60.0,1,21.0024147,105.9641113,16.45,0,40.34509803666667
5125,2,92.5,2,20.997612,105.8093262,4.55,4,41.38613861
8274,2,50.0,1,20.9965735,105.8427701,6.0,3,54.603104906521736
9221,2,64.0,2,21.00885201,105.7439194,6.97,0,43.300962152000004
888,3,105.0,2,21.03656769,105.7604828,4.47,1,49.952941172
9331,2,65.0,1,21.02923775,105.7938538,1.75,0,60.0
10561,2,80.0,2,21.04437256,105.8032303,0.21,2,50.0
1294,3,101.0,2,20.97833824,105.8363342,7.19,1,34.06060605818182
3340,2,86.4,2,21.00826073,105.7960434,3.57,2,45.825242718
6190,3,90.0,2,21.04956627,105.778595,2.69,1,16.5
4899,3,114.0,2,20.97241211,105.761528,8.27,2,51.719777636190464
8282,1,53.0,1,20.99479103,105.8678436,7.94,0,80.0
2980,2,69.0,2,20.96246719,105.792366,8.14,2,37.547531326000005
6853,3,86.3,2,21.07024574,105.7914734,3.04,1,41.89024390071429
7408,3,153.0,2,21.03407669,105.7703552,3.55,0,57.816482579090916
4930,3,82.0,2,21.00481796,105.8046722,3.81,4,49.0
2996,3,102.0,2,21.0124321,105.767395,4.82,0,41.461916462727274
10487,3,115.0,2,21.08229256,105.7918243,4.14,1,33.48623853
1573,3,100.0,2,20.99433327,105.8675613,7.94,0,34.76821192
1596,2,86.0,2,20.9835701,105.7722626,6.76,2,22.57142857
6860,3,86.3,2,21.07024574,105.7914734,3.04,1,28.16901408
196,3,113.0,2,21.03600121,105.7824631,2.33,1,15.71428571
2227,2,62.0,2,21.00885201,105.7439194,6.97,0,32.84671533
9341,3,128.0,2,21.05554771,105.8085938,1.32,2,51.719777636190464
6803,3,80.0,2,21.0024147,105.9641113,16.45,0,52.33220050727273
9109,2,43.0,1,21.0216524,105.8009999,2.16,2,19.944444443333335
5600,1,48.0,1,20.99927711,105.7381134,7.96,0,35.14285714142857
1607,2,54.0,1,21.03512001,105.7674332,3.81,0,17.08333333
10691,3,141.0,2,21.04335976,105.8184891,1.38,2,27.5
712,2,91.0,2,20.97366714,105.7587128,8.31,1,41.686182672857136
9326,2,52.0,2,21.0117028,105.8368627,4.48,2,51.719777636190464
1248,3,151.0,2,21.00966644,105.7937469,3.5,2,29.0
3802,3,88.0,2,21.04437256,105.8032303,0.21,2,60.0
7455,2,52.0,1,20.96273422,105.8643417,9.99,1,41.686182672857136
82,2,65.0,2,21.00580597,105.7943726,3.85,2,26.14715719043478
6952,3,86.0,2,21.0555439,105.80513,1.26,2,50.0
3597,2,70.0,2,20.97952843,105.7875671,6.57,3,23.901720618518517
6021,3,86.0,2,21.03512001,105.7674332,3.81,0,36.941132793733345
2371,2,73.0,2,21.0124321,105.767395,4.82,0,27.21088435
5710,2,70.0,2,21.06287956,105.7222366,8.49,0,33.975391960625004
2368,2,77.0,2,21.04423332,105.7673187,3.74,0,29.717391305
1508,2,90.0,2,21.04785919,105.8846817,8.01,4,39.23076923333333
983,2,70.0,2,20.98543167,105.8393402,6.71,2,60.25925925933334
2960,3,181.0,3,21.00695801,105.8010788,3.61,3,137.716263
8454,2,48.0,1,20.96433449,105.8272934,8.18,1,42.510416666666664
4686,2,55.0,1,21.07284927,105.8124313,3.09,0,60.46066252625
8605,2,59.0,2,21.03506279,105.7496643,5.56,1,57.407407408000005
5484,2,64.0,1,21.03244019,105.778595,2.81,0,101.20481929999998
6009,2,55.0,2,21.00885201,105.7439194,6.97,0,52.96343001
191,2,63.86,2,21.00580597,105.7943726,3.85,2,26.033057850000002
2877,2,86.8,2,21.05967522,105.8040771,1.68,2,46.986512686875
1835,2,78.78,2,21.04015923,105.7613144,4.35,1,39.96109815288889
6606,3,80.0,2,21.0024147,105.9641113,16.45,0,19.4
930,2,86.8,2,21.05967522,105.8040771,1.68,2,36.941132793733345
7674,3,87.0,2,21.03717804,105.8730698,6.86,2,35.894927540000005
10377,3,110.0,2,21.0203116,105.8083282,2.29,3,27.0
10876,2,45.0,2,21.07284927,105.8124313,3.09,0,21.06060606
7863,3,100.0,2,21.03445816,105.7696533,3.61,0,32.22672065052632
7253,2,66.0,2,21.05239868,105.7801819,2.63,1,49.843260189090905
1985,3,115.0,2,21.03326988,105.8167038,1.54,2,44.44444444
2935,2,68.0,2,21.08234978,105.8717575,7.78,0,33.975391960625004
8998,2,54.0,2,20.95876884,105.8463135,9.39,2,36.36363636
3718,2,95.0,2,21.00966644,105.7937469,3.5,2,54.40607767909091
4843,2,83.8,2,20.96040535,105.794693,8.31,2,34.94074860531914
9194,3,141.0,4,21.07865143,105.8026123,3.58,0,46.85212299
1110,2,75.0,2,20.9952507,105.7844086,5.18,1,43.68488172411764
10525,1,48.0,1,21.04431725,105.877861,7.32,3,36.941132793733345
822,2,65.0,2,21.03506279,105.7496643,5.56,1,83.64879716999998
705,3,78.28,2,21.05760002,105.8845978,8.12,2,42.85714286
6831,3,86.3,2,21.07024574,105.7914734,3.04,1,59.0218642109091
788,2,65.0,2,20.97499894,105.82363,7.05,0,18.263492062222223
7405,3,80.0,2,21.0024147,105.9641113,16.45,0,34.96855346
4084,3,105.7,2,21.06616592,105.7981186,2.42,1,41.79104478
7564,3,99.0,2,20.95876884,105.8463135,9.39,2,64.38715941
370,2,70.0,2,20.97321701,105.7788544,7.43,4,40.986842105
4107,3,112.0,2,21.06443024,105.7984238,2.24,1,49.0
8619,3,100.0,2,20.99653816,105.8633881,7.48,0,27.926829265000002
5386,2,71.0,2,20.99629784,105.8056335,4.66,5,13.44444444
10023,3,80.0,2,20.99895859,105.7880325,4.7,3,36.25
5355,3,96.0,3,21.00968742,105.7215958,8.95,0,14.0
5702,2,103.0,2,21.01941681,105.8168793,2.65,2,31.690140849999995
1627,2,57.0,1,21.03506279,105.7496643,5.56,1,43.85204081249999
2557,4,143.0,3,21.0201683,105.7807541,3.3,0,22.623059866363636
4174,2,91.0,2,21.03623962,105.7853775,2.05,1,36.19047618888888
4697,2,70.0,2,20.9991188,105.8084412,4.4,4,20.1
7913,3,105.0,2,21.03656769,105.7604828,4.47,1,43.099999999999994
188,2,70.0,2,20.97952843,105.7875671,6.57,3,30.0
6742,3,85.0,1,21.0416738,105.841164,3.65,4,26.960784316666665
